count,signal,attention,meditation,delta,theta,lalpha,halpha,lbeta,hbeta,lgamma,hgamma,tasks
278,51,0,0,1055.817,180.823,98.131,37.602,59.203,41.025,27.5489021956088,32.844,noparadigm
279,51,0,0,1474.523,215.964,70.436,47.139,69.529,33.445,4.7814371257485,2.348,noparadigm
280,51,0,0,93.706,37.921,8.753,17.808,11.399,24.405,21.7435129740519,13.476,noparadigm
281,51,0,0,787.745,69.663,23.434,65.564,25.686,77.439,8.9690618762475,4.614,noparadigm
282,26,0,0,989.742,53.538,21.703,12.412,10.585,4.22,2.58083832335329,1.843,noparadigm
283,51,0,0,809.903,72.619,26.685,56.271,43.176,35.71,54.0289421157685,22.934,noparadigm
284,51,0,0,174.272,61.46,35.383,15.163,10.21,7.107,1.08483033932136,0.667,noparadigm
285,51,0,0,926.974,223.749,35.916,60.534,21.044,82.25,38.3473053892216,22.849,noparadigm
286,51,0,0,205.665,33.516,1.96,4.464,12.802,4.854,2.72155688622754,2.813,noparadigm
287,51,0,0,1395.215,1466.983,40.449,368.494,491.531,256.619,237.14870259481,138.311,noparadigm
288,51,0,0,2347.644,650.205,89.652,74.279,126.078,90.167,61.0758483033932,93.142,noparadigm
289,51,0,0,2055.239,293.83,61.104,74.599,73.021,41.723,36.8622754491018,28.459,noparadigm
290,51,0,0,379.131,752.361,39.402,100.557,218.349,104.217,99.7275449101796,42.481,noparadigm
291,51,0,0,463.198,764.463,136.612,314.693,352.674,353.511,288.394211576846,22.849,noparadigm
292,26,0,0,1074.281,100.054,34.83,94.262,57.04,37.638,60.37624750499,16.898,noparadigm
293,51,0,0,622.759,313.918,174.467,101.785,12.109,73.314,35.563872255489,16.268,noparadigm
294,26,0,0,1143.032,201.721,14.764,29.816,33.127,81.1,23.8912175648703,10.062,noparadigm
295,0,0,0,719.216,7.191,2.148,3.105,2.012,2.687,1.02794411177645,0.267,noparadigm
296,51,0,0,950.005,3.543,16.131,5.254,9.427,10.624,2.1127744510978,0.535,noparadigm
297,0,64,70,1063.527,74.308,10.917,12.393,6.913,6.85,1.01996007984032,0.68,noparadigm
298,0,51,56,295.273,183.212,37.806,11.19,11.197,11.034,6.72554890219561,1.509,noparadigm
299,0,54,60,43.343,17.079,2.932,13.521,6.359,6.997,4.89121756487026,4.017,noparadigm
300,0,64,60,246.337,36.433,8.386,6.698,8.704,6.819,1.43213572854291,0.819,noparadigm
301,0,74,83,101.197,18.02,12.957,5.225,4.494,6.282,0.879241516966068,0.638,noparadigm
302,0,70,100,1262.328,32.781,22.981,8.708,16.846,2.574,0.949101796407186,0.669,noparadigm
303,0,67,100,201.159,47.659,14.997,20.901,9.923,12.052,1.27644710578842,1.583,noparadigm
304,0,44,84,113.378,744.851,41.065,70.099,8.332,9.574,21.625748502994,3.681,noparadigm
305,51,44,84,915.873,10.61,5.259,9.148,5.395,6.829,0.882235528942116,0.616,noparadigm
306,51,44,84,1632.225,1051.965,101.811,169.967,27.383,13.499,16.7295409181637,8.572,noparadigm
307,0,44,11,313.804,47.675,6.297,2.923,1.808,2.022,0.355289421157685,0.307,noparadigm
308,0,50,4,1028.878,88.343,46.562,11.138,39.126,30.981,7.95508982035928,2.352,noparadigm
309,0,75,47,1220.493,11.616,14.028,3.42,4.393,4.191,0.647704590818363,0.47,noparadigm
310,0,61,77,514.355,144.636,64.183,32.064,3.758,13.131,4.0,1.195,noparadigm
311,0,75,70,95.389,81.681,10.595,5.243,6.668,13.779,3.64071856287425,1.707,noparadigm
312,0,63,44,40.306,50.963,1.564,7.667,5.9,3.652,1.5059880239521,0.791,noparadigm
313,0,64,17,550.797,66.035,6.937,16.564,9.028,13.728,2.61776447105788,0.724,noparadigm
314,0,66,1,4.25,63.652,5.201,3.645,10.188,5.105,4.68163672654691,3.725,noparadigm
315,0,64,1,210.579,75.101,8.379,9.507,16.68,11.855,3.90818363273453,1.942,noparadigm
316,0,57,1,72.65,45.396,0.16,4.175,3.812,1.6,1.91117764471058,0.498,noparadigm
317,0,51,10,14.989,65.846,26.011,21.011,6.266,8.377,3.99700598802395,3.231,noparadigm
318,0,56,51,36.196,21.234,37.07,8.958,7.656,8.288,4.43413173652695,0.569,noparadigm
319,0,41,43,262.091,115.509,4.879,6.753,3.748,3.198,1.6497005988024,0.184,noparadigm
320,0,44,51,74.709,48.839,6.605,1.313,5.528,2.162,0.559880239520958,0.535,noparadigm
321,0,51,56,13.11,8.694,8.765,17.834,8.588,5.634,3.0189620758483,1.172,noparadigm
322,0,48,21,3.119,48.61,2.029,6.015,6.43,5.486,1.17065868263473,1.284,noparadigm
323,0,69,43,58.863,25.877,10.07,3.797,4.332,10.032,1.60279441117764,2.527,noparadigm
324,0,90,75,7.494,4.033,3.922,10.821,2.82,6.488,3.29840319361277,1.897,noparadigm
325,0,100,44,10.142,10.35,2.731,1.655,7.539,9.591,1.21357285429142,2.49,noparadigm
326,0,97,51,204.912,61.066,15.167,1.097,11.239,5.228,2.4560878243513,1.603,noparadigm
327,0,83,54,509.696,128.237,60.105,4.546,5.06,9.128,3.01097804391218,1.928,noparadigm
328,0,84,47,24.651,13.224,9.38,9.275,4.107,12.81,1.66467065868263,2.336,noparadigm
329,0,47,60,94.342,95.307,33.224,2.081,2.269,1.288,0.600798403193613,0.22,noparadigm
330,0,64,66,15.814,7.291,2.122,3.526,3.77,6.047,2.3313373253493,5.188,noparadigm
331,0,84,66,5.239,18.404,10.678,6.009,4.24,15.518,3.21956087824351,1.435,noparadigm
332,0,78,44,43.132,54.99,6.859,6.091,10.715,12.776,4.14870259481038,4.158,noparadigm
333,0,90,53,125.187,36.236,24.43,3.54,6.473,2.373,0.605788423153693,0.348,noparadigm
334,0,90,61,34.245,14.514,14.828,9.216,12.412,17.378,4.00099800399202,0.854,noparadigm
335,0,75,64,44.082,28.317,14.732,7.353,5.497,4.019,3.65469061876248,1.627,noparadigm
336,0,61,81,50.853,30.904,13.656,1.999,3.78,2.086,1.22355289421158,0.736,noparadigm
337,0,67,70,255.1,50.425,11.315,6.624,1.291,4.732,1.00399201596806,0.382,noparadigm
338,0,54,83,160.092,24.394,30.925,15.186,7.31,8.823,4.97105788423154,2.36,noparadigm
339,0,53,81,208.856,27.089,13.528,3.854,4.76,2.539,2.10479041916168,0.355,noparadigm
340,0,61,90,105.048,2.264,1.205,0.872,0.253,0.587,0.560878243512974,0.14,noparadigm
341,0,64,93,40.595,6.583,2.259,1.274,0.477,0.841,0.328343313373254,0.176,noparadigm
342,0,50,60,231.96,69.39,2.861,8.197,2.322,2.012,0.774451097804391,0.253,noparadigm
343,0,56,57,27.529,55.898,7.788,25.603,9.64,10.543,3.72554890219561,0.984,noparadigm
344,0,69,48,8.698,13.648,8.011,6.651,15.682,15.057,2.09281437125748,1.499,noparadigm
345,0,78,41,8.547,21.226,4.882,6.203,6.755,7.101,5.82335329341317,0.996,noparadigm
346,0,93,34,176.695,33.914,0.929,1.176,4.164,4.44,0.877245508982036,0.534,noparadigm
347,0,94,16,52.041,38.407,1.299,3.454,2.556,6.926,1.08782435129741,0.88,noparadigm
348,0,77,24,14.844,8.022,2.099,4.916,3.7,1.105,0.351297405189621,0.322,noparadigm
349,0,67,29,132.062,50.231,15.038,4.938,6.429,6.34,1.59580838323353,1.375,noparadigm
350,0,66,61,253.497,8.874,5.127,2.521,2.372,1.664,0.660678642714571,0.708,noparadigm
351,0,57,74,73.269,34.039,6.161,4.767,1.923,3.096,0.541916167664671,0.477,noparadigm
352,0,61,67,33.458,33.062,5.921,13.267,11.513,5.058,1.84031936127745,2.069,noparadigm
353,0,56,56,53.926,57.611,4.458,3.233,0.569,3.366,0.578842315369261,0.262,noparadigm
354,0,69,56,9.207,6.922,4.19,5.533,4.839,6.659,2.91417165668663,1.175,noparadigm
355,0,70,50,333.141,136.088,17.677,8.883,6.774,13.656,4.89720558882235,1.393,noparadigm
356,0,64,27,77.106,42.651,1.318,2.467,0.932,2.074,0.577844311377245,0.316,noparadigm
357,0,87,38,8.644,23.727,8.479,5.356,9.446,22.632,7.07085828343313,1.005,noparadigm
358,0,63,7,56.636,75.373,2.357,1.618,2.237,2.46,1.30139720558882,0.462,noparadigm
359,0,61,20,12.502,141.395,53.647,17.535,11.483,14.342,4.81836327345309,3.03,noparadigm
360,0,54,23,578.436,497.126,23.723,34.748,25.43,13.962,5.98502994011976,2.655,noparadigm
361,0,30,41,311.766,19.205,18.036,7.073,4.717,2.008,0.773453093812375,0.412,noparadigm
362,0,41,56,66.929,21.637,1.828,2.413,3.479,2.253,0.43812375249501,0.463,noparadigm
363,0,40,50,177.578,29.422,3.273,5.585,2.504,2.105,1.14271457085828,0.614,noparadigm
364,0,63,69,9.04,20.399,7.784,9.72,7.483,12.794,2.19061876247505,2.112,noparadigm
365,0,67,63,1157.858,41.098,22.504,15.507,17.454,6.369,4.22155688622755,1.547,noparadigm
366,0,61,74,1428.336,130.175,45.294,10.758,15.069,7.601,3.32135728542914,1.949,noparadigm
367,0,78,84,13.671,8.121,4.344,8.005,6.42,6.971,3.68962075848303,0.82,noparadigm
368,0,69,54,41.976,19.785,1.262,0.103,2.036,2.889,0.773453093812375,0.282,noparadigm
369,0,70,64,7.983,3.281,3.472,5.449,1.518,0.989,0.507984031936128,0.533,noparadigm
370,0,77,63,425.469,82.943,11.106,24.436,15.541,9.15,2.55189620758483,1.392,noparadigm
371,0,70,66,43.251,9.016,16.628,2.569,6.454,5.518,3.29740518962076,1.667,noparadigm
372,0,81,90,8.203,7.539,0.397,6.141,6.525,6.318,2.12375249500998,3.666,noparadigm
373,0,81,53,197.445,64.503,3.459,2.549,1.641,5.762,0.955089820359281,0.295,noparadigm
374,0,80,30,264.355,37.224,0.109,2.265,1.485,2.121,0.781437125748503,0.29,noparadigm
375,0,64,13,29.254,19.929,4.228,1.164,4.046,1.024,2.39021956087824,0.234,noparadigm
376,0,51,1,77.363,30.141,1.667,1.478,1.375,3.613,0.440119760479042,0.264,noparadigm
377,0,44,14,95.532,24.678,3.86,4.568,0.951,1.511,1.06986027944112,0.555,noparadigm
378,0,35,30,540.488,81.593,16.853,1.968,2.003,1.805,1.19461077844311,0.508,noparadigm
379,0,56,30,158.472,8.105,1.449,2.03,1.922,4.905,1.07285429141717,0.325,noparadigm
380,0,57,63,18.63,9.278,17.022,5.301,6.626,4.449,5.55588822355289,0.936,noparadigm
381,0,77,66,11.551,16.36,4.506,11.6,14.0,9.937,2.02295409181637,2.918,noparadigm
382,0,91,74,51.627,18.977,2.429,5.84,1.69,2.336,1.56786427145709,0.493,noparadigm
383,0,74,77,483.892,101.247,19.462,11.347,4.549,8.774,1.1497005988024,2.12,noparadigm
384,0,69,54,119.364,36.731,6.424,1.671,2.937,4.052,0.575848303393214,0.579,noparadigm
385,0,63,43,47.159,18.816,2.069,2.293,3.596,3.429,0.676646706586826,0.399,noparadigm
386,0,69,43,3.693,11.773,2.933,5.226,6.488,3.284,1.51197604790419,1.255,noparadigm
387,0,84,47,7.831,8.032,3.997,2.585,2.169,5.561,3.13373253493014,1.422,noparadigm
388,0,96,56,30.696,21.458,5.045,10.836,8.845,12.372,4.04590818363273,2.893,noparadigm
389,0,93,53,147.1,31.273,0.527,4.798,3.902,3.454,1.16566866267465,0.846,noparadigm
390,0,100,48,19.94,19.315,6.793,10.933,16.064,26.128,2.7125748502994,2.387,noparadigm
391,0,96,60,34.059,15.278,18.481,2.842,3.548,5.28,4.09081836327345,2.031,noparadigm
392,0,84,40,107.99,138.88,9.552,3.027,5.669,14.741,2.67065868263473,2.602,noparadigm
393,0,74,44,62.498,55.737,4.997,6.996,2.365,1.761,0.900199600798403,1.017,noparadigm
394,0,47,44,47.18,35.0,8.521,2.817,2.662,1.541,0.997005988023952,0.449,noparadigm
395,0,44,41,139.082,53.367,34.495,11.099,5.079,12.956,6.36826347305389,2.906,noparadigm
396,0,34,60,35.466,23.622,4.949,5.954,1.939,1.099,0.413173652694611,0.604,noparadigm
397,0,61,77,3.913,14.052,21.385,3.198,3.704,17.541,2.03992015968064,2.808,noparadigm
398,0,57,56,64.362,57.798,2.587,0.869,0.667,1.56,0.631736526946108,0.316,noparadigm
399,0,60,47,16.453,16.767,5.848,2.576,8.049,3.487,5.65369261477046,0.832,noparadigm
400,0,81,60,15.991,2.399,3.077,8.626,4.883,4.273,4.60479041916168,1.245,noparadigm
401,0,60,53,86.357,6.41,2.041,1.235,0.662,0.425,7.48502994011976E-2,0.112,noparadigm
402,0,75,63,87.284,23.916,2.718,1.141,1.621,3.452,0.971057884231537,0.343,noparadigm
403,0,61,48,45.404,28.396,2.521,0.77,1.62,1.044,0.404191616766467,0.19,noparadigm
404,0,56,34,906.463,37.672,6.91,15.837,30.814,12.025,7.62674650698603,2.399,noparadigm
405,0,60,17,711.778,119.823,12.95,8.507,29.402,7.942,3.01097804391218,1.561,noparadigm
406,0,38,14,296.405,361.047,14.51,19.512,5.999,5.289,3.97305389221557,2.469,noparadigm
407,0,60,37,49.167,4.821,2.216,4.529,3.641,4.037,1.22654690618762,0.116,noparadigm
408,0,56,34,80.199,28.54,3.042,5.0,0.992,4.375,0.959081836327345,1.104,noparadigm
409,0,56,29,43.121,64.844,4.419,3.475,4.139,4.889,0.792415169660679,1.177,noparadigm
410,0,67,41,347.767,41.307,7.385,3.506,4.908,2.223,0.289421157684631,0.858,noparadigm
411,0,30,20,46.382,31.816,1.352,2.086,0.469,0.235,0.11377245508982,0.275,noparadigm
412,0,10,20,143.367,81.706,12.801,7.362,4.702,1.252,2.76447105788423,0.638,noparadigm
413,0,16,21,56.022,11.328,1.102,0.732,1.339,1.746,0.191616766467066,0.3,noparadigm
414,0,41,38,105.421,69.687,22.979,7.077,17.293,7.891,6.86526946107784,2.853,noparadigm
415,0,63,48,505.688,61.691,27.822,16.797,8.271,11.984,4.75948103792415,1.911,noparadigm
416,0,57,64,425.447,86.767,33.92,10.337,6.906,11.651,2.91217564870259,2.74,noparadigm
417,0,56,43,426.941,362.555,3.802,12.263,7.156,16.57,4.58882235528942,2.807,noparadigm
418,0,74,44,19.109,3.711,3.883,0.941,6.522,3.892,0.764471057884232,0.513,noparadigm
419,0,63,34,78.136,98.407,11.433,6.244,1.773,4.372,2.84830339321357,0.457,noparadigm
420,0,53,21,257.103,146.436,13.651,9.582,14.842,5.521,3.16766467065868,2.005,noparadigm
421,0,54,26,14.485,20.467,0.759,1.028,3.42,1.267,0.802395209580838,0.71,noparadigm
422,0,41,20,317.534,37.98,7.888,3.277,2.97,5.526,1.37025948103792,0.718,noparadigm
423,0,50,23,348.46,17.135,1.75,2.464,3.562,1.67,0.967065868263473,0.317,noparadigm
424,0,66,23,53.29,22.089,2.108,1.824,3.155,5.402,0.828343313373254,0.858,noparadigm
425,0,61,20,123.2,82.914,2.119,2.614,7.308,2.807,0.787425149700599,0.474,noparadigm
426,0,61,23,55.454,8.377,0.986,2.771,3.448,1.357,0.642714570858283,0.45,noparadigm
427,0,50,16,1216.789,247.072,28.579,5.375,14.087,7.078,7.4061876247505,2.495,noparadigm
428,0,48,29,54.665,7.382,2.119,3.983,3.84,2.177,0.890219560878243,0.597,noparadigm
429,0,69,44,63.538,7.58,2.016,1.239,6.259,3.672,0.569860279441118,0.755,noparadigm
430,0,60,34,32.503,48.595,2.813,3.038,1.308,2.29,0.558882235528942,0.616,noparadigm
431,0,69,44,420.377,41.987,9.764,5.543,0.954,3.424,0.929141716566866,0.671,noparadigm
432,0,61,41,163.991,91.984,11.828,22.971,8.762,9.287,3.57285429141717,1.398,noparadigm
433,0,40,53,94.148,20.92,7.846,4.769,3.034,1.237,1.57085828343313,1.128,noparadigm
434,0,38,50,75.077,81.069,6.051,0.999,4.255,3.031,0.710578842315369,0.443,noparadigm
435,0,40,51,32.333,15.347,6.083,0.643,1.194,1.582,0.559880239520958,0.622,noparadigm
436,0,44,53,44.649,7.631,2.578,1.303,2.884,1.405,1.01696606786427,0.486,noparadigm
437,0,44,47,243.884,22.313,5.778,1.862,1.441,1.078,1.45808383233533,0.493,noparadigm
438,0,43,53,888.209,200.948,5.015,22.822,5.588,5.87,4.91317365269461,3.238,noparadigm
439,0,53,60,16.293,26.113,29.35,4.734,13.095,13.662,1.375249500998,2.297,noparadigm
440,0,57,63,8.404,16.581,8.668,5.452,6.175,6.249,3.94011976047904,0.821,noparadigm
441,0,67,69,25.804,12.7,6.441,2.612,1.109,2.498,0.765469061876248,0.525,noparadigm
442,0,70,81,35.89,24.945,8.764,2.305,3.845,1.28,0.844311377245509,0.687,noparadigm
443,0,54,53,56.245,54.276,1.552,2.957,5.207,1.979,0.827345309381238,0.336,noparadigm
444,0,51,57,103.557,32.683,15.182,13.079,2.609,7.859,1.48602794411178,1.305,noparadigm
445,0,61,64,148.731,19.752,31.735,18.351,8.094,27.375,3.27544910179641,0.966,noparadigm
446,0,63,57,421.402,126.96,9.394,20.187,5.985,6.162,1.98802395209581,0.753,noparadigm
447,0,64,77,223.847,250.759,69.474,22.933,19.692,13.65,5.43912175648703,3.2,noparadigm
448,0,69,70,34.58,24.281,5.406,9.348,2.194,8.67,2.24550898203593,1.781,noparadigm
449,0,56,60,43.277,17.701,2.988,5.557,5.778,2.616,1.39720558882236,0.34,noparadigm
450,0,60,77,213.959,99.155,37.415,59.55,7.499,10.239,2.06287425149701,2.875,noparadigm
451,0,66,81,63.063,16.849,8.615,0.85,0.452,2.075,1.6626746506986,0.369,noparadigm
452,0,64,63,791.181,71.904,6.274,4.009,21.021,15.634,3.22355289421158,1.57,noparadigm
453,0,61,60,1845.074,227.155,57.907,14.954,26.883,23.666,6.16966067864271,1.042,noparadigm
454,0,57,38,245.594,218.526,17.44,14.989,18.992,9.21,6.61676646706587,2.232,noparadigm
455,0,61,29,304.032,106.797,34.589,5.248,13.962,18.536,3.83033932135729,2.006,noparadigm
456,0,47,41,37.472,13.208,1.955,1.68,0.541,0.655,0.353293413173653,0.107,noparadigm
457,0,56,48,355.471,52.65,12.333,19.752,6.627,16.097,2.02894211576846,1.912,noparadigm
458,0,57,63,36.98,24.604,5.29,6.062,1.084,1.635,0.942115768463074,0.471,noparadigm
459,0,50,56,65.088,36.875,2.097,4.492,1.74,2.145,1.9810379241517,0.395,noparadigm
460,0,54,56,937.45,178.286,33.453,13.034,3.023,13.945,5.63672654690619,1.075,noparadigm
461,0,47,48,66.249,8.017,0.237,1.944,0.826,0.772,0.136726546906188,0.182,noparadigm
462,0,56,44,54.95,21.873,1.303,9.746,4.479,4.817,2.63672654690619,0.703,noparadigm
463,0,57,53,66.602,64.92,18.851,1.664,1.726,5.504,0.921157684630739,0.371,noparadigm
464,0,44,41,323.026,142.433,11.6,3.401,8.415,2.199,1.30838323353293,0.486,noparadigm
465,0,38,44,35.165,13.3,3.351,0.62,0.306,0.661,0.334331337325349,0.144,noparadigm
466,0,23,40,2123.868,232.569,42.087,18.752,16.832,8.058,31.9950099800399,4.728,noparadigm
467,25,23,40,334.746,2.396,0.278,1.313,1.798,0.915,1.58882235528942,0.554,noparadigm
468,25,23,40,725.847,71.071,15.415,5.784,3.511,1.154,1.63572854291417,1.119,noparadigm
469,25,23,40,2491.212,356.594,98.622,45.078,31.808,8.575,7.87724550898204,7.376,noparadigm
470,0,24,40,1266.243,103.289,13.558,18.063,7.613,11.683,1.85828343313373,2.394,noparadigm
471,0,50,56,730.449,108.811,67.107,11.071,54.115,43.017,6.2125748502994,3.898,noparadigm
472,0,61,60,684.335,79.354,19.541,40.084,45.224,15.368,18.1636726546906,2.011,noparadigm
473,0,70,61,2224.274,97.711,27.432,7.948,19.17,12.372,16.0858283433134,2.189,noparadigm
474,0,60,44,575.931,342.185,15.98,10.163,51.079,7.902,7.41616766467066,1.934,noparadigm
475,0,40,38,90.206,48.88,3.198,9.464,4.742,1.687,1.60878243512974,0.843,noparadigm
476,0,29,26,136.717,25.922,3.688,0.366,0.714,1.248,0.377245508982036,0.539,noparadigm
477,0,29,26,189.244,12.81,1.746,2.651,0.979,1.781,1.05089820359281,0.319,noparadigm
478,0,35,37,63.308,42.047,4.306,3.681,7.569,1.897,2.44211576846307,0.853,noparadigm
479,0,47,40,58.249,13.867,3.207,2.367,4.233,1.776,1.33033932135729,0.488,noparadigm
480,0,57,50,63.861,87.182,31.008,9.098,8.245,17.529,4.79141716566866,2.875,noparadigm
