count,signal,attention,meditation,delta,theta,lalpha,halpha,lbeta,hbeta,lgamma,hgamma,tasks
2,55,0,0,805.833,17.012,38.801,32.375,6.383,18.555,12.5259481037924,14.2394789579158,noparadigm
